ID,taxid,taxid2,length,name,nuctype,Htaxid,Hname,Vfamily,Hgroup,hosttype,seq_ids,order
comb-NC_029901,1764086,1764086-1,12712,Zerdali virus,ssRNA,13203,Phlebotomus,Phenuiviridae,Arthropoda,Eukaryote,"NC_029901,NC_037612,NC_037613",504
comb-NC_029082,1457322,1457322-1,12629,Arrabida virus,ssRNA,33213,-,Phenuiviridae,-,Eukaryote,"NC_029082,NC_037616,NC_037617",505
comb-X53794,11590,11590-1,6184,Toscana virus,ssRNA,33213,-,Phenuiviridae,-,Eukaryote,"X53794,X89628",506
comb-NC_006318,206160,206160-1,12688,Sandfly fever Naples virus,ssRNA,33213,-,Phenuiviridae,-,Eukaryote,"NC_006318,NC_006319,NC_006320",507
comb-NC_023633,904698,904698-1,12462,Arumowot virus,ssRNA,10088,Mus,Phenuiviridae,Chordata,Eukaryote,"NC_023633,NC_023634,NC_023635",508
comb-NC_029127,1611877,1611877-1,12589,Adana virus,ssRNA,13203,Phlebotomus,Phenuiviridae,Arthropoda,Eukaryote,"NC_029127,NC_029128,NC_029129",509
comb-NC_029903,1764085,1764085-1,12684,Toros virus,ssRNA,13203,Phlebotomus,Phenuiviridae,Arthropoda,Eukaryote,"NC_029903,NC_037614,NC_037615",510
comb-NC_015411,688699,688699-1,12803,Sandfly fever Turkey virus,ssRNA,9606,Homo sapiens,Phenuiviridae,Chordata,Eukaryote,"NC_015411,NC_015412,NC_015413",511
comb-NC_033838,1926501,1926501-1,12650,Tapara virus,ssRNA,7198,Phlebotominae,Phenuiviridae,Arthropoda,Eukaryote,"NC_033838,NC_033839,NC_033848",512
comb-NC_033830,1048854,1048854-1,13123,Munguba virus,ssRNA,9606,Homo sapiens,Phenuiviridae,Chordata,Eukaryote,"NC_033830,NC_033831,NC_033847",513
comb-NC_033836,904722,904722-1,12768,Anhanga virus,ssRNA,27675,Choloepus didactylus,Phenuiviridae,Chordata,Eukaryote,"NC_033836,NC_033837,NC_033846",514
comb-NC_033835,1926500,1926500-1,12839,Ambe virus,ssRNA,7198,Phlebotominae,Phenuiviridae,Arthropoda,Eukaryote,"NC_033835,NC_033844,NC_033845",515
comb-NC_015450,1006583,1006583-1,12608,Aguacate virus,ssRNA,7199,Lutzomyia,Phenuiviridae,Arthropoda,Eukaryote,"NC_015450,NC_015451,NC_015452",516
comb-NC_014395,11588,11588-1,12179,Rift Valley fever virus,ssRNA,33213,-,Phenuiviridae,-,Eukaryote,"NC_014395,NC_014396,NC_014397",517
comb-NC_033841,1926502,1926502-1,13096,Urucuri virus,ssRNA,128105,Proechimys guyannensis,Phenuiviridae,Chordata,Eukaryote,"NC_033841,NC_033842,NC_033843",518
comb-NC_033840,1055750,1055750-1,12604,Uriurana virus,ssRNA,7198,Phlebotominae,Phenuiviridae,Arthropoda,Eukaryote,"NC_033840,NC_033849,NC_033850",519
NC_039192,11587,11587-2,6407,Punta Toro virus,ssRNA,33213,-,Phenuiviridae,-,Eukaryote,NC_039192,520
comb-NC_015373,629725,629725-1,12695,Chandiru virus,ssRNA,9606,Homo sapiens,Phenuiviridae,Chordata,Eukaryote,"NC_015373,NC_015374,NC_015375",521
comb-NC_031141,1608060,1608060-1,18793,Sanxia Water Strider Virus 1,ssRNA,36161,Gerridae,Peribunyaviridae,Arthropoda,Eukaryote,"NC_031141,NC_031142,NC_031143",522
comb-NC_031218,1608068,1608068-1,20431,Shayang Spider Virus 1,ssRNA,258338,Neoscona nautica,Peribunyaviridae,Arthropoda,Eukaryote,"NC_031218,NC_031219,NC_031220",523
NC_039222,1980529,1980529-3,2286,Thiafora orthonairovirus,ssRNA,36801,Crocidura,Nairoviridae,Chordata,Eukaryote,NC_039222,524
NC_039221,1980529,1980529-2,4024,Thiafora orthonairovirus,ssRNA,36801,Crocidura,Nairoviridae,Chordata,Eukaryote,NC_039221,525
comb-NC_031135,1608047,1608047-1,18667,Huangpi Tick Virus 1,ssRNA,1048531,Haemaphysalis doenitzi,Peribunyaviridae,Arthropoda,Eukaryote,"NC_031135,NC_031136,NC_031137",526
comb-NC_031288,1608094,1608094-1,18491,Wenzhou Tick Virus,ssRNA,1155000,Haemaphysalis hystricis,Peribunyaviridae,Arthropoda,Eukaryote,"NC_031288,NC_031289,NC_031291",527
comb-NC_031284,1608083,1608083-1,19371,Tacheng Tick Virus 1,ssRNA,49202,Dermacentor marginatus,Nairoviridae,Arthropoda,Eukaryote,"NC_031284,NC_031285,NC_031286",528
comb-NC_034494,248053,248053-1,18664,Farallon virus,ssRNA,6937,Ornithodoros,Nairoviridae,Arthropoda,Eukaryote,"NC_034494,NC_034502,NC_034503",529
comb-NC_034510,1980520,1980520-1,18408,Dera Ghazi Khan orthonairovirus,ssRNA,34626,Hyalomma dromedarii,Nairoviridae,Arthropoda,Eukaryote,"NC_034510,NC_034520,NC_034521",530
comb-NC_034388,1712571,1712571-1,19671,Keterrah virus,ssRNA,1713851,Carios pusillus,Nairoviridae,Arthropoda,Eukaryote,"NC_034388,NC_034389,NC_034392",531
comb-NC_034511,1980527,1980527-1,19461,Qalyub orthonairovirus,ssRNA,265619,Ornithodoros erraticus,Nairoviridae,Arthropoda,Eukaryote,"NC_034511,NC_034512,NC_034522",532
comb-NC_029931,1712572,1712572-1,18436,Yogue virus,ssRNA,9407,Rousettus aegyptiacus,Nairoviridae,Chordata,Eukaryote,"NC_029931,NC_029935,NC_029936",533
comb-NC_025831,1381104,1381104-1,18568,Leopards Hill virus,ssRNA,584996,Hipposideros gigas,Nairoviridae,Chordata,Eukaryote,"NC_025831,NC_025832,NC_025833",534
comb-NC_029932,1712570,1712570-1,18580,Kasokero virus,ssRNA,9407,Rousettus aegyptiacus,Nairoviridae,Chordata,Eukaryote,"NC_029932,NC_029933,NC_036636",535
comb-NC_034554,1810952,1810952-1,18033,Clo Mor virus,ssRNA,59655,Ixodes uriae,Nairoviridae,Arthropoda,Eukaryote,"NC_034554,NC_034561,NC_034562",536
NC_039220,1980529,1980529-1,11734,Thiafora orthonairovirus,ssRNA,36801,Crocidura,Nairoviridae,Chordata,Eukaryote,NC_039220,537
comb-NC_005300,1980519,1980519-1,19346,Crimean-Congo hemorrhagic fever orthonairovirus,ssRNA,33213,-,Nairoviridae,-,Eukaryote,"NC_005300,NC_005301,NC_005302",538
comb-NC_004157,1980521,1980521-1,19059,Dugbe orthonairovirus,ssRNA,33213,-,Nairoviridae,-,Eukaryote,"NC_004157,NC_004158,NC_004159",539
comb-NC_034386,194540,194540-1,18948,Nairobi sheep disease virus,ssRNA,6935,Ixodida,Nairoviridae,Arthropoda,Eukaryote,"NC_034386,NC_034387,NC_034391",540
comb-NC_029122,1615758,1615758-1,18667,Tofla virus,ssRNA,6935,Ixodida,Nairoviridae,Arthropoda,Eukaryote,"NC_029122,NC_029123,NC_029124",541
comb-NC_038709,11596,11596-1,18432,Hazara virus,ssRNA,1234546,Ixodes redikorzevi,Nairoviridae,Arthropoda,Eukaryote,"NC_038709,NC_038710,NC_038711",542
NC_038505,1980476,1980476-1,1904,Laguna Negra orthohantavirus,ssRNA,56211,Calomys laucha,Hantaviridae,Chordata,Eukaryote,NC_038505,543
NC_038423,1980468,1980468-1,1896,El Moro Canyon orthohantavirus,ssRNA,44234,Reithrodontomys megalotis,Hantaviridae,Chordata,Eukaryote,NC_038423,544
comb-NC_010704,1980493,1980493-1,11932,Thottopalayam virus,ssRNA,9378,Suncus murinus,Hantaviridae,Chordata,Eukaryote,"NC_010704,NC_010707,NC_010708",545
comb-NC_034557,467989,467989-1,11997,Imjin virus,ssRNA,167043,Crocidura lasiura,Hantaviridae,Chordata,Eukaryote,"NC_034557,NC_034558,NC_034564",546
comb-NC_034393,1841195,1841195-1,12358,Quezon virus,ssRNA,58083,Rousettus amplexicaudatus,Hantaviridae,Chordata,Eukaryote,"NC_034393,NC_034400,NC_034401",547
comb-NC_034464,660955,660955-1,12178,Nova virus,ssRNA,9375,Talpa europaea,Hantaviridae,Chordata,Eukaryote,"NC_034464,NC_034465,NC_034470",548
comb-NC_038513,1633187,1633187-1,12574,Laibin virus,ssRNA,187003,Taphozous melanopogon,Hantaviridae,Chordata,Eukaryote,"NC_038513,NC_038514,NC_038515",549
comb-NC_038273,564878,564878-1,5414,Asama virus,ssRNA,106106,Urotrichus talpoides,Hantaviridae,Chordata,Eukaryote,"NC_038273,NC_038274",550
comb-NC_034394,1679445,1679445-1,12208,Bruges virus,ssRNA,9375,Talpa europaea,Hantaviridae,Chordata,Eukaryote,"NC_034394,NC_034395,NC_034402",551
comb-NC_034398,990280,990280-1,12112,Jeju virus,ssRNA,183721,Crocidura shantungensis,Hantaviridae,Chordata,Eukaryote,"NC_034398,NC_034399,NC_034404",552
comb-NC_034405,1400425,1400425-1,12079,Bowe virus,ssRNA,214441,Crocidura douceti,Hantaviridae,Chordata,Eukaryote,"NC_034405,NC_034406,NC_034407",553
comb-NC_034474,1980464,1980464-1,12203,Cao Bang orthohantavirus,ssRNA,127560,Anourosorex squamipes,Hantaviridae,Chordata,Eukaryote,"NC_034474,NC_034484,NC_034485",554
comb-NC_038704,1314974,1314974-1,5416,Yakeshi virus,ssRNA,62281,Sorex isodon,Hantaviridae,Chordata,Eukaryote,"NC_038704,NC_038705",555
comb-NC_034559,765147,765147-1,11931,Kenkeme virus,ssRNA,62288,Sorex roboratus,Hantaviridae,Chordata,Eukaryote,"NC_034559,NC_034560,NC_034565",556
comb-NC_038383,1167310,1167310-1,5448,Dabieshan virus,ssRNA,248811,Niviventer confucianus,Hantaviridae,Chordata,Eukaryote,"NC_038383,NC_038384",557
comb-NC_006433,93830,93830-1,12050,Hantavirus Z10,ssRNA,9606,Homo sapiens,Hantaviridae,Chordata,Eukaryote,"NC_006433,NC_006435,NC_006437",558
comb-NC_005218,1980471,1980471-1,12045,Hantaan orthohantavirus,ssRNA,9606,Homo sapiens,Hantaviridae,Chordata,Eukaryote,"NC_005218,NC_005219,NC_005222",559
comb-NC_034516,1980489,1980489-1,12128,Sangassou orthohantavirus,ssRNA,337584,Hylomyscus simus,Hantaviridae,Chordata,Eukaryote,"NC_034516,NC_034517,NC_034526",560
comb-NC_005233,1980467,1980467-1,12040,Dobrava-Belgrade orthohantavirus,ssRNA,54292,Apodemus flavicollis,Hantaviridae,Chordata,Eukaryote,"NC_005233,NC_005234,NC_005235",561
comb-NC_034555,1424613,1424613-1,12110,Anjozorobe hantavirus,ssRNA,107283,Eliurus majori,Hantaviridae,Chordata,Eukaryote,"NC_034555,NC_034556,NC_034563",562
comb-S47716,12557,12557-1,10281,Seoul virus 80-39,ssRNA,314146,-,Hantaviridae,-,Eukaryote,"S47716,X56492",563
comb-NC_005236,1980490,1980490-1,12150,Seoul orthohantavirus,ssRNA,314146,-,Hantaviridae,-,Eukaryote,"NC_005236,NC_005237,NC_005238",564
comb-NC_038446,469960,469960-1,5673,Hantavirus Fusong-Mf-682,ssRNA,100897,Microtus fortis,Hantaviridae,Chordata,Eukaryote,"NC_038446,NC_038447",565
comb-NC_038694,1001080,1001080-1,12235,Rockport virus,ssRNA,71119,Scalopus aquaticus,Hantaviridae,Chordata,Eukaryote,"NC_038694,NC_038695,NC_038696",566
comb-NC_038528,943342,943342-1,12508,Eothenomys miletus hantavirus LX309,ssRNA,259054,Eothenomys miletus,Hantaviridae,Chordata,Eukaryote,"NC_038528,NC_038529,NC_038530",567
comb-NC_034466,1788456,1788456-1,12174,Eothenomys eleusis hantavirus FUGV,ssRNA,259053,Eothenomys eleusis,Hantaviridae,Chordata,Eukaryote,"NC_034466,NC_034467,NC_034473",568
comb-NC_038938,1980485,1980485-1,12141,Prospect Hill orthohantavirus,ssRNA,10058,Microtus pennsylvanicus,Hantaviridae,Chordata,Eukaryote,"NC_038938,NC_038939,NC_038940",569
comb-NC_005226,1980494,1980494-1,12266,Tula orthohantavirus,ssRNA,314146,-,Hantaviridae,-,Eukaryote,"NC_005226,NC_005227,NC_005228",570
comb-NC_005223,1980486,1980486-1,12262,Puumala orthohantavirus,ssRNA,314146,-,Hantaviridae,-,Eukaryote,"NC_005223,NC_005224,NC_005225",571
comb-NC_034518,1980475,1980475-1,12332,Khabarovsk orthohantavirus,ssRNA,470139,Microtus maximowiczii,Hantaviridae,Chordata,Eukaryote,"NC_034518,NC_034519,NC_034527",572
comb-NC_038373,169173,169173-1,5757,Choclo virus,ssRNA,218825,Oligoryzomys fulvescens,Hantaviridae,Chordata,Eukaryote,"NC_038373,NC_038374",573
NC_038424,1980468,1980468-2,3801,El Moro Canyon orthohantavirus,ssRNA,44234,Reithrodontomys megalotis,Hantaviridae,Chordata,Eukaryote,NC_038424,574
comb-NC_034552,238817,238817-1,12306,Maporal virus,ssRNA,218825,Oligoryzomys fulvescens,Hantaviridae,Chordata,Eukaryote,"NC_034552,NC_034553,NC_034566",575
NC_038506,1980476,1980476-2,3698,Laguna Negra orthohantavirus,ssRNA,56211,Calomys laucha,Hantaviridae,Chordata,Eukaryote,NC_038506,576
comb-NC_003466,1980456,1980456-1,12304,Andes orthohantavirus,ssRNA,33213,-,Hantaviridae,-,Eukaryote,"NC_003466,NC_003467,NC_003468",577
comb-NC_005215,1980491,1980491-1,12517,Sin Nombre orthohantavirus,ssRNA,314146,-,Hantaviridae,-,Eukaryote,"NC_005215,NC_005216,NC_005217",578
comb-NC_034396,1980481,1980481-1,12371,Montano orthohantavirus,ssRNA,99538,Peromyscus beatae,Hantaviridae,Chordata,Eukaryote,"NC_034396,NC_034397,NC_034403",579
comb-NC_034515,1980463,1980463-1,12439,Cano Delgadito orthohantavirus,ssRNA,134742,Sigmodon alstoni,Hantaviridae,Chordata,Eukaryote,"NC_034515,NC_034525,NC_034528",580
comb-NC_038298,1980459,1980459-1,12389,Bayou orthohantavirus,ssRNA,314146,-,Hantaviridae,-,Eukaryote,"NC_038298,NC_038299,NC_038300",581
comb-NC_029558,1980431,1980431-1,18112,Raspberry leaf blotch emaravirus,ssRNA,1437201,-,Fimoviridae,-,Eukaryote,"NC_029558,NC_029559,NC_029560,NC_029561,NC_029567,NC_029571,NC_029572,NC_029573",582
comb-NC_029549,1980428,1980428-1,19255,High Plains wheat mosaic emaravirus,ssRNA,4565,Triticum aestivum,Fimoviridae,Streptophyta,Eukaryote,"NC_029549,NC_029550,NC_029551,NC_029552,NC_029553,NC_029554,NC_029555,NC_029570",583
comb-NC_013105,1980426,1980426-1,12582,European mountain ash ringspot-associated emaravirus,ssRNA,2759,-,Fimoviridae,-,Eukaryote,"NC_013105,NC_013106,NC_013107,NC_013108",584
comb-NC_038852,1980432,1980432-1,13868,Redbud yellow ringspot-associated emaravirus,ssRNA,49801,Cercis canadensis,Fimoviridae,Streptophyta,Eukaryote,"NC_038852,NC_038853,NC_038854,NC_038855,NC_038856",585
comb-NC_038769,1776763,1776763-1,14546,Actinidia chlorotic ringspot-associated virus,ssRNA,3627,Actinidia deliciosa,Fimoviridae,Streptophyta,Eukaryote,"NC_038769,NC_038770,NC_038771,NC_038772,NC_038773",586
comb-NC_029556,1980429,1980429-1,14451,Pigeonpea sterility mosaic emaravirus 1,ssRNA,3821,Cajanus cajan,Fimoviridae,Streptophyta,Eukaryote,"NC_029556,NC_029557,NC_029569,NC_029574,NC_029575",587
comb-NC_015298,1980433,1980433-1,17672,Rose rosette emaravirus,ssRNA,3764,Rosa,Fimoviridae,Streptophyta,Eukaryote,"NC_015298,NC_015299,NC_015300,NC_015301,NC_034979,NC_034980,NC_034981",588
comb-NC_030658,1980430,1980430-1,15591,Pigeonpea sterility mosaic emaravirus 2,ssRNA,3821,Cajanus cajan,Fimoviridae,Streptophyta,Eukaryote,"NC_030658,NC_030659,NC_030660,NC_030661,NC_030662,NC_030663",589
comb-NC_029562,1980427,1980427-1,15717,Fig mosaic emaravirus,ssRNA,3493,Ficus,Fimoviridae,Streptophyta,Eukaryote,"NC_029562,NC_029563,NC_029564,NC_029565,NC_029566,NC_029568",590
comb-NC_018070,1033976,1033976-1,16710,Bean necrotic mosaic virus,ssRNA,1437201,-,Peribunyaviridae,-,Eukaryote,"NC_018070,NC_018071,NC_018072",591
comb-NC_033832,485724,485724-1,17267,Melon severe mosaic tospovirus,ssRNA,1437201,-,Peribunyaviridae,-,Eukaryote,"NC_033832,NC_033833,NC_033834",592
comb-NC_003616,11612,11612-1,16940,Impatiens necrotic spot virus,ssRNA,35939,Impatiens,Peribunyaviridae,Streptophyta,Eukaryote,"NC_003616,NC_003624,NC_003625",593
comb-NC_031758,83872,83872-1,17469,Zucchini lethal chlorosis virus,ssRNA,3663,Cucurbita pepo,Peribunyaviridae,Streptophyta,Eukaryote,"NC_031758,NC_031759,NC_031762",594
comb-NC_002050,1933298,1933298-1,16834,Tomato spotted wilt tospovirus,ssRNA,2759,-,Peribunyaviridae,-,Eukaryote,"NC_002050,NC_002051,NC_002052",595
comb-NC_027718,83871,83871-1,16932,Chrysanthemum stem necrosis virus,ssRNA,71274,-,Peribunyaviridae,-,Eukaryote,"NC_027718,NC_027719,NC_027720",596
comb-NC_035482,12851,12851-1,17231,Tomato chlorotic spot virus,ssRNA,2759,-,Peribunyaviridae,-,Eukaryote,"NC_035482,NC_035483,NC_035484",597
comb-NC_015467,1027232,1027232-1,16991,Groundnut ringspot and Tomato chlorotic spot virus reassortant,ssRNA,4081,Solanum lycopersicum,Peribunyaviridae,Streptophyta,Eukaryote,"NC_015467,NC_015468,NC_015469",598
comb-NC_029799,60456,60456-1,17023,Iris yellow spot virus,ssRNA,2759,-,Peribunyaviridae,-,Eukaryote,"NC_029799,NC_029800,NC_038232",599
comb-JN560177,304859,304859-1,13763,Tomato yellow ring virus,ssRNA,1437201,-,Peribunyaviridae,-,Eukaryote,"JN560177,JN560178",600
comb-NC_039203,430606,430606-1,16288,Polygonum ringspot tospovirus,ssRNA,76031,Fallopia dumetorum,Peribunyaviridae,Streptophyta,Eukaryote,"NC_039203,NC_039204,NC_039205",601
comb-NC_003619,198612,198612-1,7958,Groundnut bud necrosis virus,ssRNA,3818,Arachis hypogaea,Peribunyaviridae,Streptophyta,Eukaryote,"NC_003619,NC_003620",602
comb-NC_033772,1414655,1414655-1,17134,Pepper chlorotic spot virus,ssRNA,1437183,-,Peribunyaviridae,-,Eukaryote,"NC_033772,NC_033773,NC_033774",603
comb-NC_008300,89471,89471-1,17165,Melon yellow spot virus,ssRNA,1437201,-,Peribunyaviridae,-,Eukaryote,"NC_008300,NC_008306,NC_008307",604
comb-NC_030378,1857323,1857323-1,16871,Tospovirus kiwifruit/YXW/2014,ssRNA,3627,Actinidia deliciosa,Peribunyaviridae,Streptophyta,Eukaryote,"NC_030378,NC_030379,NC_030380",605
comb-NC_010489,460926,460926-1,17343,Tomato zonate spot virus,ssRNA,4070,Solanaceae,Peribunyaviridae,Streptophyta,Eukaryote,"NC_010489,NC_010490,NC_010491",606
comb-NC_036607,309542,309542-1,16994,Calla lily chlorotic spot virus,ssRNA,4236,Lactuca sativa,Peribunyaviridae,Streptophyta,Eukaryote,"NC_036607,NC_036608,NC_036609",607
comb-NC_026617,1266451,1266451-1,17130,Mulberry vein banding virus,ssRNA,3497,Morus,Peribunyaviridae,Streptophyta,Eukaryote,"NC_026617,NC_026618,NC_026619",608
comb-NC_038288,76052,76052-1,17311,Watermelon bud necrosis virus,ssRNA,3654,Citrullus lanatus,Peribunyaviridae,Streptophyta,Eukaryote,"NC_038288,NC_038289,NC_038290",609
comb-NC_008301,163325,163325-1,17412,Capsicum chlorosis virus,ssRNA,4070,Solanaceae,Peribunyaviridae,Streptophyta,Eukaryote,"NC_008301,NC_008302,NC_008303",610
comb-NC_003832,1933300,1933300-1,17531,Watermelon silver mottle tospovirus,ssRNA,3654,Citrullus lanatus,Peribunyaviridae,Streptophyta,Eukaryote,"NC_003832,NC_003841,NC_003843",611
NC_003614,40687,40687-1,8911,Peanut bud necrosis virus,ssRNA,3818,Arachis hypogaea,Peribunyaviridae,Streptophyta,Eukaryote,NC_003614,612
comb-NC_031221,1608075,1608075-1,13509,Shuangao Insect Virus 1,ssRNA,7520,Chrysopidae,Peribunyaviridae,Arthropoda,Eukaryote,"NC_031221,NC_031222,NC_031223",613
comb-NC_034458,1406344,1406344-1,11522,Kibale virus,ssRNA,1406360,Culex simpliciforceps,Peribunyaviridae,Arthropoda,Eukaryote,"NC_034458,NC_034460,NC_034468",614
comb-NC_034457,1406343,1406343-1,11928,Tai virus,ssRNA,7157,Culicidae,Peribunyaviridae,Arthropoda,Eukaryote,"NC_034457,NC_034459,NC_034461",615
comb-NC_038712,1230253,1230253-1,11402,Herbert virus strain F23/CI/2004,ssRNA,562834,Culex nebulosus,Peribunyaviridae,Arthropoda,Eukaryote,"NC_038712,NC_038713,NC_038714",616
NC_038721,35308,35308-1,991,Anopheles B virus,ssRNA,7164,Anopheles,Peribunyaviridae,Arthropoda,Eukaryote,NC_038721,617
NC_039188,273350,273350-3,1067,Wyeomyia orthobunyavirus,ssRNA,174620,Wyeomyia,Peribunyaviridae,Arthropoda,Eukaryote,NC_039188,618
NC_039185,35319,35319-3,976,Tete orthobunyavirus,ssRNA,135448,Ploceus cucullatus,Peribunyaviridae,Chordata,Eukaryote,NC_039185,619
NC_038722,611709,611709-1,1022,Batama virus,ssRNA,10090,Mus musculus,Peribunyaviridae,Chordata,Eukaryote,NC_038722,620
NC_039183,35319,35319-1,4296,Tete orthobunyavirus,ssRNA,135448,Ploceus cucullatus,Peribunyaviridae,Chordata,Eukaryote,NC_039183,621
NC_039187,273350,273350-2,4540,Wyeomyia orthobunyavirus,ssRNA,174620,Wyeomyia,Peribunyaviridae,Arthropoda,Eukaryote,NC_039187,622
comb-NC_038941,80938,80938-1,6196,Main Drain virus,ssRNA,-,-,Peribunyaviridae,-,-,"NC_038941,NC_038942,NC_038943",623
comb-NC_038738,80939,80939-1,12697,Kairi virus,ssRNA,571210,Ochlerotatus scapularis,Peribunyaviridae,Arthropoda,Eukaryote,"NC_038738,NC_038739,NC_038740",624
comb-NC_038718,1678227,1678227-1,12167,Lukuni virus,ssRNA,571210,Ochlerotatus scapularis,Peribunyaviridae,Arthropoda,Eukaryote,"NC_038718,NC_038719,NC_038720",625
comb-NC_022595,1406134,1406134-1,12258,Murrumbidgee virus,ssRNA,376584,Anopheles annulipes,Peribunyaviridae,Arthropoda,Eukaryote,"NC_022595,NC_022596,NC_022597",626
comb-NC_026281,1590836,1590836-1,12313,Maprik virus,ssRNA,1590998,Verrallina funerea,Peribunyaviridae,Arthropoda,Eukaryote,"NC_026281,NC_026282,NC_026283",627
comb-NC_005775,118655,118655-1,12185,Oropouche virus,ssRNA,9347,-,Peribunyaviridae,-,Eukaryote,"NC_005775,NC_005776,NC_005777",628
comb-NC_024074,1495866,1495866-1,12590,Cat Que virus,ssRNA,7174,Culex,Peribunyaviridae,Arthropoda,Eukaryote,"NC_024074,NC_024075,NC_024076",629
comb-NC_018476,35306,35306-1,12372,Simbu orthobunyavirus,ssRNA,7742,Vertebrata,Peribunyaviridae,Chordata,Eukaryote,"NC_018476,NC_018477,NC_018478",630
comb-NC_018459,11582,11582-1,12335,Aino virus,ssRNA,9913,Bos taurus,Peribunyaviridae,Chordata,Eukaryote,"NC_018459,NC_018460,NC_018465",631
comb-NC_009894,70566,70566-1,12235,Akabane virus,ssRNA,9895,-,Peribunyaviridae,-,Eukaryote,"NC_009894,NC_009895,NC_009896",632
comb-NC_018463,159150,159150-1,12304,Shamonda orthobunyavirus,ssRNA,9913,Bos taurus,Peribunyaviridae,Chordata,Eukaryote,"NC_018463,NC_018464,NC_018467",633
comb-NC_018461,159141,159141-1,12234,Sathuperi orthobunyavirus,ssRNA,9913,Bos taurus,Peribunyaviridae,Chordata,Eukaryote,"NC_018461,NC_018462,NC_018466",634
comb-NC_038741,35314,35314-1,11402,Koongol virus,ssRNA,162997,Culex annulirostris,Peribunyaviridae,Arthropoda,Eukaryote,"NC_038741,NC_038742,NC_038743",635
comb-NC_038729,35313,35313-1,13066,Gamboa virus,ssRNA,139058,Aedeomyia squamipennis,Peribunyaviridae,Arthropoda,Eukaryote,"NC_038729,NC_038730,NC_038731",636
comb-NC_038715,1552846,1552846-1,13366,Alajuela virus,ssRNA,139058,Aedeomyia squamipennis,Peribunyaviridae,Arthropoda,Eukaryote,"NC_038715,NC_038716,NC_038717",637
comb-NC_034481,35316,35316-1,12510,Nyando virus,ssRNA,62324,Anopheles funestus,Peribunyaviridae,Arthropoda,Eukaryote,"NC_034481,NC_034491,NC_034492",638
comb-NC_034631,1867943,1867943-1,12512,Wolkberg virus,ssRNA,33213,-,Peribunyaviridae,-,Eukaryote,"NC_034631,NC_034632,NC_034633",639
comb-NC_034499,307164,307164-1,12609,Kaeng Khoi virus,ssRNA,478698,Chaerephon plicatus,Peribunyaviridae,Chordata,Eukaryote,"NC_034499,NC_034500,NC_034501",640
comb-NC_004108,11577,11577-1,12691,La Crosse virus,ssRNA,33213,-,Peribunyaviridae,-,Eukaryote,"NC_004108,NC_004109,NC_004110",641
comb-NC_034479,35310,35310-1,12787,Bwamba orthobunyavirus,ssRNA,9606,Homo sapiens,Peribunyaviridae,Chordata,Eukaryote,"NC_034479,NC_034480,NC_034490",642
comb-NC_034486,80941,80941-1,12465,Guaroa virus,ssRNA,9606,Homo sapiens,Peribunyaviridae,Chordata,Eukaryote,"NC_034486,NC_034487,NC_034506",643
NC_039186,273350,273350-1,6854,Wyeomyia orthobunyavirus,ssRNA,174620,Wyeomyia,Peribunyaviridae,Arthropoda,Eukaryote,NC_039186,644
comb-NC_001925,35304,35304-1,12494,Bunyamwera virus,ssRNA,33213,-,Peribunyaviridae,-,Eukaryote,"NC_001925,NC_001926,NC_001927",645
NC_039184,35319,35319-2,6915,Tete orthobunyavirus,ssRNA,135448,Ploceus cucullatus,Peribunyaviridae,Chordata,Eukaryote,NC_039184,646
comb-NC_022037,1368616,1368616-1,13442,Brazoran virus,ssRNA,7174,Culex,Peribunyaviridae,Arthropoda,Eukaryote,"NC_022037,NC_022038,NC_022039",647
comb-NC_034475,192199,192199-1,12459,Oriboca virus,ssRNA,9515,Sapajus apella,Peribunyaviridae,Chordata,Eukaryote,"NC_034475,NC_034476,NC_034488",648
comb-NC_034495,292278,292278-1,12799,Marituba virus,ssRNA,9515,Sapajus apella,Peribunyaviridae,Chordata,Eukaryote,"NC_034495,NC_034496,NC_034504",649
comb-NC_034497,348013,348013-1,12804,Madrid virus,ssRNA,9606,Homo sapiens,Peribunyaviridae,Chordata,Eukaryote,"NC_034497,NC_034498,NC_034505",650
comb-NC_034477,192196,192196-1,12459,Caraparu virus,ssRNA,9515,Sapajus apella,Peribunyaviridae,Chordata,Eukaryote,"NC_034477,NC_034478,NC_034489",651
comb-NC_038732,1933272,1933272-1,12295,Guajara orthobunyavirus,ssRNA,10090,Mus musculus,Peribunyaviridae,Chordata,Eukaryote,"NC_038732,NC_038733,NC_038734",652
comb-NC_034482,35312,35312-1,12261,Capim virus,ssRNA,42712,Caluromys,Peribunyaviridae,Chordata,Eukaryote,"NC_034482,NC_034483,NC_034493",653
comb-NC_038735,1678234,1678234-1,12323,Guama virus,ssRNA,9515,Sapajus apella,Peribunyaviridae,Chordata,Eukaryote,"NC_038735,NC_038736,NC_038737",654
comb-NC_038726,1678225,1678225-1,12224,Catu virus,ssRNA,9606,Homo sapiens,Peribunyaviridae,Chordata,Eukaryote,"NC_038726,NC_038727,NC_038728",655
comb-NC_038723,1678224,1678224-1,12302,Bimiti virus,ssRNA,284565,Culex spissipes,Peribunyaviridae,Arthropoda,Eukaryote,"NC_038723,NC_038724,NC_038725",656
NC_026811,1118369,1118369-1,12917,Wobbly possum disease virus,ssRNA,9337,Trichosurus vulpecula,Arteriviridae,Chordata,Eukaryote,NC_026811,657
